NULL,"pos_degree_000_001.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_002.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_003.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_004.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_005.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_006.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_007.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_008.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_009.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_000_010.png","/mini_pos/degree_0/","0","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_045_001.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_002.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_003.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_004.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_005.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_006.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_007.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_008.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_009.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_045_010.png","/mini_pos/degree_45/","45","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_001.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_002.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_003.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_004.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_005.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_006.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_007.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_008.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_009.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_090_010.png","/mini_pos/degree_90/","90","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_001.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_002.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_003.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_004.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_005.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_006.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_007.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_008.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_009.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_135_010.png","/mini_pos/degree_135/","135","Sunny","morning",128,64,"PNG"
NULL,"pos_degree_180_001.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_002.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_003.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_004.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_005.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_006.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_007.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_008.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
NULL,"pos_degree_180_009.png","/mini_pos/degree_180/","180","Sunny","morning",128,128,"PNG"
